"ID_fish","chamber_ch","Temp_class","RMR","RMR_var","RMR_perc","time_start","time_end","mass","length","volume_net","SMR","MMR"
98,"B1",23,0.649303959287007,0.0258205233723117,3.97664653095061,2023-08-16 14:56:00,2023-08-17 10:56:00,3.43,87,706.57,0.496263089166139,2.15174441630038
99,"B2",23,0.36680919124451,0.0126703658709412,3.45421166464046,2023-08-16 14:56:00,2023-08-17 10:56:00,1.27,69,708.73,0.286226526165439,0.835594254320562
100,"A3",23,1.09019194094891,0.03329431920445,3.05398691311828,2023-08-16 14:56:00,2023-08-17 10:56:00,3,86,707,0.814546812354665,1.732243711329
102,"A4",23,0.768192004352595,0.0193492341148759,2.51880181064664,2023-08-16 14:56:00,2023-08-17 10:56:00,3.52,85,706.48,0.615042894997357,1.71416077983179
103,"A2",23,0.507145692245491,0.0093918266737545,1.85189913221391,2023-08-16 14:56:00,2023-08-17 10:56:00,1.2,65,708.8,0.401302892434309,0.941632248974976
105,"C2",23,1.36593371241768,0.15142025317782,11.0854759496205,2023-08-16 14:56:00,2023-08-17 10:56:00,6.66,101,703.34,1.07105705081903,3.07296325198958
106,"D4",23,0.870284316369311,0.086979554306879,9.99438375147837,2023-08-16 14:56:00,2023-08-17 10:56:00,2.59,79,707.41,0.548435794930115,2.00567114985891
107,"C4",23,0.95383314225755,0.0616024036810701,6.45840461522111,2023-08-16 14:56:00,2023-08-17 10:56:00,3.68,87,706.32,0.775444580956571,1.9263946715875
108,"C1",23,0.60648961900521,0.0294987311226771,4.86384765679291,2023-08-16 14:56:00,2023-08-17 10:56:00,1.52,70,708.48,0.485334521633399,1.15191661124644
109,"D2",23,1.33866449558352,0.105570779639492,7.88627620944518,2023-08-16 14:56:00,2023-08-17 10:56:00,7.31,107,702.69,1.04969548353266,3.41990992578632
110,"C3",23,0.475377628672107,0.014745586653271,3.10186802320935,2023-08-16 14:56:00,2023-08-17 10:56:00,1.08,66,708.92,0.358645325287557,0.994276898026978
111,"D3",23,0.961820520342948,0.142764867215172,14.8431920712471,2023-08-16 14:56:00,2023-08-17 10:56:00,4.01,88,705.99,0.650424807220713,2.01758780107014
